"TIME_ID","DAY_NAME","DAY_NUMBER_IN_WEEK","DAY_NUMBER_IN_MONTH","CALENDAR_WEEK_NUMBER","CALENDAR_MONTH_NUMBER","CALENDAR_MONTH_DESC","END_OF_CAL_MONTH","CALENDAR_QUARTER_DESC","CALENDAR_YEAR"
07-SEP-99,"Tuesday",2,7,36,9,"1999-09",30-SEP-99,"1999-03",1999
08-SEP-99,"Wednesday",3,8,36,9,"1999-09",30-SEP-99,"1999-03",1999
09-SEP-99,"Thursday",4,9,36,9,"1999-09",30-SEP-99,"1999-03",1999
10-SEP-99,"Friday",5,10,36,9,"1999-09",30-SEP-99,"1999-03",1999
11-SEP-99,"Saturday",6,11,36,9,"1999-09",30-SEP-99,"1999-03",1999
12-SEP-99,"Sunday",7,12,36,9,"1999-09",30-SEP-99,"1999-03",1999
13-SEP-99,"Monday",1,13,37,9,"1999-09",30-SEP-99,"1999-03",1999
14-SEP-99,"Tuesday",2,14,37,9,"1999-09",30-SEP-99,"1999-03",1999
15-SEP-99,"Wednesday",3,15,37,9,"1999-09",30-SEP-99,"1999-03",1999
16-SEP-99,"Thursday",4,16,37,9,"1999-09",30-SEP-99,"1999-03",1999
17-SEP-99,"Friday",5,17,37,9,"1999-09",30-SEP-99,"1999-03",1999
18-SEP-99,"Saturday",6,18,37,9,"1999-09",30-SEP-99,"1999-03",1999
19-SEP-99,"Sunday",7,19,37,9,"1999-09",30-SEP-99,"1999-03",1999
20-SEP-99,"Monday",1,20,38,9,"1999-09",30-SEP-99,"1999-03",1999
21-SEP-99,"Tuesday",2,21,38,9,"1999-09",30-SEP-99,"1999-03",1999
22-SEP-99,"Wednesday",3,22,38,9,"1999-09",30-SEP-99,"1999-03",1999
23-SEP-99,"Thursday",4,23,38,9,"1999-09",30-SEP-99,"1999-03",1999
24-SEP-99,"Friday",5,24,38,9,"1999-09",30-SEP-99,"1999-03",1999
25-SEP-99,"Saturday",6,25,38,9,"1999-09",30-SEP-99,"1999-03",1999
26-SEP-99,"Sunday",7,26,38,9,"1999-09",30-SEP-99,"1999-03",1999
27-SEP-99,"Monday",1,27,39,9,"1999-09",30-SEP-99,"1999-03",1999
28-SEP-99,"Tuesday",2,28,39,9,"1999-09",30-SEP-99,"1999-03",1999
29-SEP-99,"Wednesday",3,29,39,9,"1999-09",30-SEP-99,"1999-03",1999
30-SEP-99,"Thursday",4,30,39,9,"1999-09",30-SEP-99,"1999-03",1999
01-OCT-99,"Friday",5,1,39,10,"1999-10",31-OCT-99,"1999-04",1999
02-OCT-99,"Saturday",6,2,39,10,"1999-10",31-OCT-99,"1999-04",1999
03-OCT-99,"Sunday",7,3,39,10,"1999-10",31-OCT-99,"1999-04",1999
04-OCT-99,"Monday",1,4,40,10,"1999-10",31-OCT-99,"1999-04",1999
05-OCT-99,"Tuesday",2,5,40,10,"1999-10",31-OCT-99,"1999-04",1999
06-OCT-99,"Wednesday",3,6,40,10,"1999-10",31-OCT-99,"1999-04",1999
07-OCT-99,"Thursday",4,7,40,10,"1999-10",31-OCT-99,"1999-04",1999
08-OCT-99,"Friday",5,8,40,10,"1999-10",31-OCT-99,"1999-04",1999
09-OCT-99,"Saturday",6,9,40,10,"1999-10",31-OCT-99,"1999-04",1999
10-OCT-99,"Sunday",7,10,40,10,"1999-10",31-OCT-99,"1999-04",1999
11-OCT-99,"Monday",1,11,41,10,"1999-10",31-OCT-99,"1999-04",1999
12-OCT-99,"Tuesday",2,12,41,10,"1999-10",31-OCT-99,"1999-04",1999
13-OCT-99,"Wednesday",3,13,41,10,"1999-10",31-OCT-99,"1999-04",1999
14-OCT-99,"Thursday",4,14,41,10,"1999-10",31-OCT-99,"1999-04",1999
15-OCT-99,"Friday",5,15,41,10,"1999-10",31-OCT-99,"1999-04",1999
16-OCT-99,"Saturday",6,16,41,10,"1999-10",31-OCT-99,"1999-04",1999
17-OCT-99,"Sunday",7,17,41,10,"1999-10",31-OCT-99,"1999-04",1999
18-OCT-99,"Monday",1,18,42,10,"1999-10",31-OCT-99,"1999-04",1999
19-OCT-99,"Tuesday",2,19,42,10,"1999-10",31-OCT-99,"1999-04",1999
20-OCT-99,"Wednesday",3,20,42,10,"1999-10",31-OCT-99,"1999-04",1999
21-OCT-99,"Thursday",4,21,42,10,"1999-10",31-OCT-99,"1999-04",1999
22-OCT-99,"Friday",5,22,42,10,"1999-10",31-OCT-99,"1999-04",1999
23-OCT-99,"Saturday",6,23,42,10,"1999-10",31-OCT-99,"1999-04",1999
24-OCT-99,"Sunday",7,24,42,10,"1999-10",31-OCT-99,"1999-04",1999
25-OCT-99,"Monday",1,25,43,10,"1999-10",31-OCT-99,"1999-04",1999
26-OCT-99,"Tuesday",2,26,43,10,"1999-10",31-OCT-99,"1999-04",1999
27-OCT-99,"Wednesday",3,27,43,10,"1999-10",31-OCT-99,"1999-04",1999
28-OCT-99,"Thursday",4,28,43,10,"1999-10",31-OCT-99,"1999-04",1999
29-OCT-99,"Friday",5,29,43,10,"1999-10",31-OCT-99,"1999-04",1999
30-OCT-99,"Saturday",6,30,43,10,"1999-10",31-OCT-99,"1999-04",1999
31-OCT-99,"Sunday",7,31,43,10,"1999-10",31-OCT-99,"1999-04",1999
01-NOV-99,"Monday",1,1,44,11,"1999-11",30-NOV-99,"1999-04",1999
02-NOV-99,"Tuesday",2,2,44,11,"1999-11",30-NOV-99,"1999-04",1999
03-NOV-99,"Wednesday",3,3,44,11,"1999-11",30-NOV-99,"1999-04",1999
04-NOV-99,"Thursday",4,4,44,11,"1999-11",30-NOV-99,"1999-04",1999
05-NOV-99,"Friday",5,5,44,11,"1999-11",30-NOV-99,"1999-04",1999
06-NOV-99,"Saturday",6,6,44,11,"1999-11",30-NOV-99,"1999-04",1999
07-NOV-99,"Sunday",7,7,44,11,"1999-11",30-NOV-99,"1999-04",1999
08-NOV-99,"Monday",1,8,45,11,"1999-11",30-NOV-99,"1999-04",1999
09-NOV-99,"Tuesday",2,9,45,11,"1999-11",30-NOV-99,"1999-04",1999
10-NOV-99,"Wednesday",3,10,45,11,"1999-11",30-NOV-99,"1999-04",1999
11-NOV-99,"Thursday",4,11,45,11,"1999-11",30-NOV-99,"1999-04",1999
12-NOV-99,"Friday",5,12,45,11,"1999-11",30-NOV-99,"1999-04",1999
13-NOV-99,"Saturday",6,13,45,11,"1999-11",30-NOV-99,"1999-04",1999
14-NOV-99,"Sunday",7,14,45,11,"1999-11",30-NOV-99,"1999-04",1999
15-NOV-99,"Monday",1,15,46,11,"1999-11",30-NOV-99,"1999-04",1999
16-NOV-99,"Tuesday",2,16,46,11,"1999-11",30-NOV-99,"1999-04",1999
17-NOV-99,"Wednesday",3,17,46,11,"1999-11",30-NOV-99,"1999-04",1999
18-NOV-99,"Thursday",4,18,46,11,"1999-11",30-NOV-99,"1999-04",1999
19-NOV-99,"Friday",5,19,46,11,"1999-11",30-NOV-99,"1999-04",1999
20-NOV-99,"Saturday",6,20,46,11,"1999-11",30-NOV-99,"1999-04",1999
21-NOV-99,"Sunday",7,21,46,11,"1999-11",30-NOV-99,"1999-04",1999
22-NOV-99,"Monday",1,22,47,11,"1999-11",30-NOV-99,"1999-04",1999
23-NOV-99,"Tuesday",2,23,47,11,"1999-11",30-NOV-99,"1999-04",1999
24-NOV-99,"Wednesday",3,24,47,11,"1999-11",30-NOV-99,"1999-04",1999
25-NOV-99,"Thursday",4,25,47,11,"1999-11",30-NOV-99,"1999-04",1999
26-NOV-99,"Friday",5,26,47,11,"1999-11",30-NOV-99,"1999-04",1999
27-NOV-99,"Saturday",6,27,47,11,"1999-11",30-NOV-99,"1999-04",1999
28-NOV-99,"Sunday",7,28,47,11,"1999-11",30-NOV-99,"1999-04",1999
29-NOV-99,"Monday",1,29,48,11,"1999-11",30-NOV-99,"1999-04",1999
30-NOV-99,"Tuesday",2,30,48,11,"1999-11",30-NOV-99,"1999-04",1999
01-DEC-99,"Wednesday",3,1,48,12,"1999-12",31-DEC-99,"1999-04",1999
02-DEC-99,"Thursday",4,2,48,12,"1999-12",31-DEC-99,"1999-04",1999
03-DEC-99,"Friday",5,3,48,12,"1999-12",31-DEC-99,"1999-04",1999
04-DEC-99,"Saturday",6,4,48,12,"1999-12",31-DEC-99,"1999-04",1999
05-DEC-99,"Sunday",7,5,48,12,"1999-12",31-DEC-99,"1999-04",1999
06-DEC-99,"Monday",1,6,49,12,"1999-12",31-DEC-99,"1999-04",1999
07-DEC-99,"Tuesday",2,7,49,12,"1999-12",31-DEC-99,"1999-04",1999
08-DEC-99,"Wednesday",3,8,49,12,"1999-12",31-DEC-99,"1999-04",1999
09-DEC-99,"Thursday",4,9,49,12,"1999-12",31-DEC-99,"1999-04",1999
10-DEC-99,"Friday",5,10,49,12,"1999-12",31-DEC-99,"1999-04",1999
11-DEC-99,"Saturday",6,11,49,12,"1999-12",31-DEC-99,"1999-04",1999
12-DEC-99,"Sunday",7,12,49,12,"1999-12",31-DEC-99,"1999-04",1999
13-DEC-99,"Monday",1,13,50,12,"1999-12",31-DEC-99,"1999-04",1999
14-DEC-99,"Tuesday",2,14,50,12,"1999-12",31-DEC-99,"1999-04",1999
15-DEC-99,"Wednesday",3,15,50,12,"1999-12",31-DEC-99,"1999-04",1999
16-DEC-99,"Thursday",4,16,50,12,"1999-12",31-DEC-99,"1999-04",1999
17-DEC-99,"Friday",5,17,50,12,"1999-12",31-DEC-99,"1999-04",1999
18-DEC-99,"Saturday",6,18,50,12,"1999-12",31-DEC-99,"1999-04",1999
19-DEC-99,"Sunday",7,19,50,12,"1999-12",31-DEC-99,"1999-04",1999
20-DEC-99,"Monday",1,20,51,12,"1999-12",31-DEC-99,"1999-04",1999
21-DEC-99,"Tuesday",2,21,51,12,"1999-12",31-DEC-99,"1999-04",1999
22-DEC-99,"Wednesday",3,22,51,12,"1999-12",31-DEC-99,"1999-04",1999
23-DEC-99,"Thursday",4,23,51,12,"1999-12",31-DEC-99,"1999-04",1999
24-DEC-99,"Friday",5,24,51,12,"1999-12",31-DEC-99,"1999-04",1999
25-DEC-99,"Saturday",6,25,51,12,"1999-12",31-DEC-99,"1999-04",1999
26-DEC-99,"Sunday",7,26,51,12,"1999-12",31-DEC-99,"1999-04",1999
27-DEC-99,"Monday",1,27,52,12,"1999-12",31-DEC-99,"1999-04",1999
28-DEC-99,"Tuesday",2,28,52,12,"1999-12",31-DEC-99,"1999-04",1999
29-DEC-99,"Wednesday",3,29,52,12,"1999-12",31-DEC-99,"1999-04",1999
30-DEC-99,"Thursday",4,30,52,12,"1999-12",31-DEC-99,"1999-04",1999
31-DEC-99,"Friday",5,31,52,12,"1999-12",31-DEC-99,"1999-04",1999
01-JAN-00,"Saturday",6,1,52,1,"2000-01",31-JAN-00,"2000-01",2000
02-JAN-00,"Sunday",7,2,52,1,"2000-01",31-JAN-00,"2000-01",2000
03-JAN-00,"Monday",1,3,1,1,"2000-01",31-JAN-00,"2000-01",2000
04-JAN-00,"Tuesday",2,4,1,1,"2000-01",31-JAN-00,"2000-01",2000
05-JAN-00,"Wednesday",3,5,1,1,"2000-01",31-JAN-00,"2000-01",2000
06-JAN-00,"Thursday",4,6,1,1,"2000-01",31-JAN-00,"2000-01",2000
07-JAN-00,"Friday",5,7,1,1,"2000-01",31-JAN-00,"2000-01",2000
08-JAN-00,"Saturday",6,8,1,1,"2000-01",31-JAN-00,"2000-01",2000
09-JAN-00,"Sunday",7,9,1,1,"2000-01",31-JAN-00,"2000-01",2000
10-JAN-00,"Monday",1,10,2,1,"2000-01",31-JAN-00,"2000-01",2000
11-JAN-00,"Tuesday",2,11,2,1,"2000-01",31-JAN-00,"2000-01",2000
12-JAN-00,"Wednesday",3,12,2,1,"2000-01",31-JAN-00,"2000-01",2000
13-JAN-00,"Thursday",4,13,2,1,"2000-01",31-JAN-00,"2000-01",2000
14-JAN-00,"Friday",5,14,2,1,"2000-01",31-JAN-00,"2000-01",2000
15-JAN-00,"Saturday",6,15,2,1,"2000-01",31-JAN-00,"2000-01",2000
16-JAN-00,"Sunday",7,16,2,1,"2000-01",31-JAN-00,"2000-01",2000
17-JAN-00,"Monday",1,17,3,1,"2000-01",31-JAN-00,"2000-01",2000
18-JAN-00,"Tuesday",2,18,3,1,"2000-01",31-JAN-00,"2000-01",2000
19-JAN-00,"Wednesday",3,19,3,1,"2000-01",31-JAN-00,"2000-01",2000
20-JAN-00,"Thursday",4,20,3,1,"2000-01",31-JAN-00,"2000-01",2000
21-JAN-00,"Friday",5,21,3,1,"2000-01",31-JAN-00,"2000-01",2000
22-JAN-00,"Saturday",6,22,3,1,"2000-01",31-JAN-00,"2000-01",2000
23-JAN-00,"Sunday",7,23,3,1,"2000-01",31-JAN-00,"2000-01",2000
24-JAN-00,"Monday",1,24,4,1,"2000-01",31-JAN-00,"2000-01",2000
25-JAN-00,"Tuesday",2,25,4,1,"2000-01",31-JAN-00,"2000-01",2000
26-JAN-00,"Wednesday",3,26,4,1,"2000-01",31-JAN-00,"2000-01",2000
27-JAN-00,"Thursday",4,27,4,1,"2000-01",31-JAN-00,"2000-01",2000
28-JAN-00,"Friday",5,28,4,1,"2000-01",31-JAN-00,"2000-01",2000
29-JAN-00,"Saturday",6,29,4,1,"2000-01",31-JAN-00,"2000-01",2000
30-JAN-00,"Sunday",7,30,4,1,"2000-01",31-JAN-00,"2000-01",2000
31-JAN-00,"Monday",1,31,5,1,"2000-01",31-JAN-00,"2000-01",2000
01-FEB-00,"Tuesday",2,1,5,2,"2000-02",29-FEB-00,"2000-01",2000
02-FEB-00,"Wednesday",3,2,5,2,"2000-02",29-FEB-00,"2000-01",2000
03-FEB-00,"Thursday",4,3,5,2,"2000-02",29-FEB-00,"2000-01",2000
04-FEB-00,"Friday",5,4,5,2,"2000-02",29-FEB-00,"2000-01",2000
05-FEB-00,"Saturday",6,5,5,2,"2000-02",29-FEB-00,"2000-01",2000
06-FEB-00,"Sunday",7,6,5,2,"2000-02",29-FEB-00,"2000-01",2000
07-FEB-00,"Monday",1,7,6,2,"2000-02",29-FEB-00,"2000-01",2000
08-FEB-00,"Tuesday",2,8,6,2,"2000-02",29-FEB-00,"2000-01",2000
09-FEB-00,"Wednesday",3,9,6,2,"2000-02",29-FEB-00,"2000-01",2000
10-FEB-00,"Thursday",4,10,6,2,"2000-02",29-FEB-00,"2000-01",2000
11-FEB-00,"Friday",5,11,6,2,"2000-02",29-FEB-00,"2000-01",2000
12-FEB-00,"Saturday",6,12,6,2,"2000-02",29-FEB-00,"2000-01",2000
13-FEB-00,"Sunday",7,13,6,2,"2000-02",29-FEB-00,"2000-01",2000
14-FEB-00,"Monday",1,14,7,2,"2000-02",29-FEB-00,"2000-01",2000
15-FEB-00,"Tuesday",2,15,7,2,"2000-02",29-FEB-00,"2000-01",2000
16-FEB-00,"Wednesday",3,16,7,2,"2000-02",29-FEB-00,"2000-01",2000
17-FEB-00,"Thursday",4,17,7,2,"2000-02",29-FEB-00,"2000-01",2000
18-FEB-00,"Friday",5,18,7,2,"2000-02",29-FEB-00,"2000-01",2000
19-FEB-00,"Saturday",6,19,7,2,"2000-02",29-FEB-00,"2000-01",2000
20-FEB-00,"Sunday",7,20,7,2,"2000-02",29-FEB-00,"2000-01",2000
21-FEB-00,"Monday",1,21,8,2,"2000-02",29-FEB-00,"2000-01",2000
22-FEB-00,"Tuesday",2,22,8,2,"2000-02",29-FEB-00,"2000-01",2000
23-FEB-00,"Wednesday",3,23,8,2,"2000-02",29-FEB-00,"2000-01",2000
24-FEB-00,"Thursday",4,24,8,2,"2000-02",29-FEB-00,"2000-01",2000
25-FEB-00,"Friday",5,25,8,2,"2000-02",29-FEB-00,"2000-01",2000
26-FEB-00,"Saturday",6,26,8,2,"2000-02",29-FEB-00,"2000-01",2000
27-FEB-00,"Sunday",7,27,8,2,"2000-02",29-FEB-00,"2000-01",2000
28-FEB-00,"Monday",1,28,9,2,"2000-02",29-FEB-00,"2000-01",2000
29-FEB-00,"Tuesday",2,29,9,2,"2000-02",29-FEB-00,"2000-01",2000
01-MAR-00,"Wednesday",3,1,9,3,"2000-03",31-MAR-00,"2000-01",2000
02-MAR-00,"Thursday",4,2,9,3,"2000-03",31-MAR-00,"2000-01",2000
03-MAR-00,"Friday",5,3,9,3,"2000-03",31-MAR-00,"2000-01",2000
04-MAR-00,"Saturday",6,4,9,3,"2000-03",31-MAR-00,"2000-01",2000
05-MAR-00,"Sunday",7,5,9,3,"2000-03",31-MAR-00,"2000-01",2000
06-MAR-00,"Monday",1,6,10,3,"2000-03",31-MAR-00,"2000-01",2000
07-MAR-00,"Tuesday",2,7,10,3,"2000-03",31-MAR-00,"2000-01",2000
08-MAR-00,"Wednesday",3,8,10,3,"2000-03",31-MAR-00,"2000-01",2000
09-MAR-00,"Thursday",4,9,10,3,"2000-03",31-MAR-00,"2000-01",2000
10-MAR-00,"Friday",5,10,10,3,"2000-03",31-MAR-00,"2000-01",2000
11-MAR-00,"Saturday",6,11,10,3,"2000-03",31-MAR-00,"2000-01",2000
12-MAR-00,"Sunday",7,12,10,3,"2000-03",31-MAR-00,"2000-01",2000
13-MAR-00,"Monday",1,13,11,3,"2000-03",31-MAR-00,"2000-01",2000
14-MAR-00,"Tuesday",2,14,11,3,"2000-03",31-MAR-00,"2000-01",2000
15-MAR-00,"Wednesday",3,15,11,3,"2000-03",31-MAR-00,"2000-01",2000
16-MAR-00,"Thursday",4,16,11,3,"2000-03",31-MAR-00,"2000-01",2000
17-MAR-00,"Friday",5,17,11,3,"2000-03",31-MAR-00,"2000-01",2000
18-MAR-00,"Saturday",6,18,11,3,"2000-03",31-MAR-00,"2000-01",2000
19-MAR-00,"Sunday",7,19,11,3,"2000-03",31-MAR-00,"2000-01",2000
20-MAR-00,"Monday",1,20,12,3,"2000-03",31-MAR-00,"2000-01",2000
21-MAR-00,"Tuesday",2,21,12,3,"2000-03",31-MAR-00,"2000-01",2000
22-MAR-00,"Wednesday",3,22,12,3,"2000-03",31-MAR-00,"2000-01",2000
23-MAR-00,"Thursday",4,23,12,3,"2000-03",31-MAR-00,"2000-01",2000
24-MAR-00,"Friday",5,24,12,3,"2000-03",31-MAR-00,"2000-01",2000
25-MAR-00,"Saturday",6,25,12,3,"2000-03",31-MAR-00,"2000-01",2000
26-MAR-00,"Sunday",7,26,12,3,"2000-03",31-MAR-00,"2000-01",2000
27-MAR-00,"Monday",1,27,13,3,"2000-03",31-MAR-00,"2000-01",2000
28-MAR-00,"Tuesday",2,28,13,3,"2000-03",31-MAR-00,"2000-01",2000
29-MAR-00,"Wednesday",3,29,13,3,"2000-03",31-MAR-00,"2000-01",2000
30-MAR-00,"Thursday",4,30,13,3,"2000-03",31-MAR-00,"2000-01",2000
31-MAR-00,"Friday",5,31,13,3,"2000-03",31-MAR-00,"2000-01",2000
01-APR-00,"Saturday",6,1,13,4,"2000-04",30-APR-00,"2000-02",2000
02-APR-00,"Sunday",7,2,13,4,"2000-04",30-APR-00,"2000-02",2000
03-APR-00,"Monday",1,3,14,4,"2000-04",30-APR-00,"2000-02",2000
04-APR-00,"Tuesday",2,4,14,4,"2000-04",30-APR-00,"2000-02",2000
05-APR-00,"Wednesday",3,5,14,4,"2000-04",30-APR-00,"2000-02",2000
06-APR-00,"Thursday",4,6,14,4,"2000-04",30-APR-00,"2000-02",2000
07-APR-00,"Friday",5,7,14,4,"2000-04",30-APR-00,"2000-02",2000
08-APR-00,"Saturday",6,8,14,4,"2000-04",30-APR-00,"2000-02",2000
09-APR-00,"Sunday",7,9,14,4,"2000-04",30-APR-00,"2000-02",2000
10-APR-00,"Monday",1,10,15,4,"2000-04",30-APR-00,"2000-02",2000
11-APR-00,"Tuesday",2,11,15,4,"2000-04",30-APR-00,"2000-02",2000
12-APR-00,"Wednesday",3,12,15,4,"2000-04",30-APR-00,"2000-02",2000
13-APR-00,"Thursday",4,13,15,4,"2000-04",30-APR-00,"2000-02",2000
14-APR-00,"Friday",5,14,15,4,"2000-04",30-APR-00,"2000-02",2000
15-APR-00,"Saturday",6,15,15,4,"2000-04",30-APR-00,"2000-02",2000
16-APR-00,"Sunday",7,16,15,4,"2000-04",30-APR-00,"2000-02",2000
17-APR-00,"Monday",1,17,16,4,"2000-04",30-APR-00,"2000-02",2000
18-APR-00,"Tuesday",2,18,16,4,"2000-04",30-APR-00,"2000-02",2000
19-APR-00,"Wednesday",3,19,16,4,"2000-04",30-APR-00,"2000-02",2000
20-APR-00,"Thursday",4,20,16,4,"2000-04",30-APR-00,"2000-02",2000
21-APR-00,"Friday",5,21,16,4,"2000-04",30-APR-00,"2000-02",2000
22-APR-00,"Saturday",6,22,16,4,"2000-04",30-APR-00,"2000-02",2000
23-APR-00,"Sunday",7,23,16,4,"2000-04",30-APR-00,"2000-02",2000
24-APR-00,"Monday",1,24,17,4,"2000-04",30-APR-00,"2000-02",2000
25-APR-00,"Tuesday",2,25,17,4,"2000-04",30-APR-00,"2000-02",2000
26-APR-00,"Wednesday",3,26,17,4,"2000-04",30-APR-00,"2000-02",2000
27-APR-00,"Thursday",4,27,17,4,"2000-04",30-APR-00,"2000-02",2000
28-APR-00,"Friday",5,28,17,4,"2000-04",30-APR-00,"2000-02",2000
29-APR-00,"Saturday",6,29,17,4,"2000-04",30-APR-00,"2000-02",2000
30-APR-00,"Sunday",7,30,17,4,"2000-04",30-APR-00,"2000-02",2000
01-MAY-00,"Monday",1,1,18,5,"2000-05",31-MAY-00,"2000-02",2000
02-MAY-00,"Tuesday",2,2,18,5,"2000-05",31-MAY-00,"2000-02",2000
03-MAY-00,"Wednesday",3,3,18,5,"2000-05",31-MAY-00,"2000-02",2000
04-MAY-00,"Thursday",4,4,18,5,"2000-05",31-MAY-00,"2000-02",2000
05-MAY-00,"Friday",5,5,18,5,"2000-05",31-MAY-00,"2000-02",2000
06-MAY-00,"Saturday",6,6,18,5,"2000-05",31-MAY-00,"2000-02",2000
07-MAY-00,"Sunday",7,7,18,5,"2000-05",31-MAY-00,"2000-02",2000
08-MAY-00,"Monday",1,8,19,5,"2000-05",31-MAY-00,"2000-02",2000
09-MAY-00,"Tuesday",2,9,19,5,"2000-05",31-MAY-00,"2000-02",2000
10-MAY-00,"Wednesday",3,10,19,5,"2000-05",31-MAY-00,"2000-02",2000
11-MAY-00,"Thursday",4,11,19,5,"2000-05",31-MAY-00,"2000-02",2000
12-MAY-00,"Friday",5,12,19,5,"2000-05",31-MAY-00,"2000-02",2000
13-MAY-00,"Saturday",6,13,19,5,"2000-05",31-MAY-00,"2000-02",2000
14-MAY-00,"Sunday",7,14,19,5,"2000-05",31-MAY-00,"2000-02",2000
15-MAY-00,"Monday",1,15,20,5,"2000-05",31-MAY-00,"2000-02",2000
16-MAY-00,"Tuesday",2,16,20,5,"2000-05",31-MAY-00,"2000-02",2000
17-MAY-00,"Wednesday",3,17,20,5,"2000-05",31-MAY-00,"2000-02",2000
18-MAY-00,"Thursday",4,18,20,5,"2000-05",31-MAY-00,"2000-02",2000
19-MAY-00,"Friday",5,19,20,5,"2000-05",31-MAY-00,"2000-02",2000
20-MAY-00,"Saturday",6,20,20,5,"2000-05",31-MAY-00,"2000-02",2000
21-MAY-00,"Sunday",7,21,20,5,"2000-05",31-MAY-00,"2000-02",2000
22-MAY-00,"Monday",1,22,21,5,"2000-05",31-MAY-00,"2000-02",2000
23-MAY-00,"Tuesday",2,23,21,5,"2000-05",31-MAY-00,"2000-02",2000
24-MAY-00,"Wednesday",3,24,21,5,"2000-05",31-MAY-00,"2000-02",2000
25-MAY-00,"Thursday",4,25,21,5,"2000-05",31-MAY-00,"2000-02",2000
26-MAY-00,"Friday",5,26,21,5,"2000-05",31-MAY-00,"2000-02",2000
27-MAY-00,"Saturday",6,27,21,5,"2000-05",31-MAY-00,"2000-02",2000
28-MAY-00,"Sunday",7,28,21,5,"2000-05",31-MAY-00,"2000-02",2000
29-MAY-00,"Monday",1,29,22,5,"2000-05",31-MAY-00,"2000-02",2000
30-MAY-00,"Tuesday",2,30,22,5,"2000-05",31-MAY-00,"2000-02",2000
31-MAY-00,"Wednesday",3,31,22,5,"2000-05",31-MAY-00,"2000-02",2000
01-JUN-00,"Thursday",4,1,22,6,"2000-06",30-JUN-00,"2000-02",2000
02-JUN-00,"Friday",5,2,22,6,"2000-06",30-JUN-00,"2000-02",2000
03-JUN-00,"Saturday",6,3,22,6,"2000-06",30-JUN-00,"2000-02",2000
04-JUN-00,"Sunday",7,4,22,6,"2000-06",30-JUN-00,"2000-02",2000
05-JUN-00,"Monday",1,5,23,6,"2000-06",30-JUN-00,"2000-02",2000
06-JUN-00,"Tuesday",2,6,23,6,"2000-06",30-JUN-00,"2000-02",2000
07-JUN-00,"Wednesday",3,7,23,6,"2000-06",30-JUN-00,"2000-02",2000
08-JUN-00,"Thursday",4,8,23,6,"2000-06",30-JUN-00,"2000-02",2000
09-JUN-00,"Friday",5,9,23,6,"2000-06",30-JUN-00,"2000-02",2000
10-JUN-00,"Saturday",6,10,23,6,"2000-06",30-JUN-00,"2000-02",2000
11-JUN-00,"Sunday",7,11,23,6,"2000-06",30-JUN-00,"2000-02",2000
12-JUN-00,"Monday",1,12,24,6,"2000-06",30-JUN-00,"2000-02",2000
13-JUN-00,"Tuesday",2,13,24,6,"2000-06",30-JUN-00,"2000-02",2000
14-JUN-00,"Wednesday",3,14,24,6,"2000-06",30-JUN-00,"2000-02",2000
15-JUN-00,"Thursday",4,15,24,6,"2000-06",30-JUN-00,"2000-02",2000
16-JUN-00,"Friday",5,16,24,6,"2000-06",30-JUN-00,"2000-02",2000
17-JUN-00,"Saturday",6,17,24,6,"2000-06",30-JUN-00,"2000-02",2000
18-JUN-00,"Sunday",7,18,24,6,"2000-06",30-JUN-00,"2000-02",2000
19-JUN-00,"Monday",1,19,25,6,"2000-06",30-JUN-00,"2000-02",2000
20-JUN-00,"Tuesday",2,20,25,6,"2000-06",30-JUN-00,"2000-02",2000
21-JUN-00,"Wednesday",3,21,25,6,"2000-06",30-JUN-00,"2000-02",2000
22-JUN-00,"Thursday",4,22,25,6,"2000-06",30-JUN-00,"2000-02",2000
23-JUN-00,"Friday",5,23,25,6,"2000-06",30-JUN-00,"2000-02",2000
24-JUN-00,"Saturday",6,24,25,6,"2000-06",30-JUN-00,"2000-02",2000
25-JUN-00,"Sunday",7,25,25,6,"2000-06",30-JUN-00,"2000-02",2000
26-JUN-00,"Monday",1,26,26,6,"2000-06",30-JUN-00,"2000-02",2000
27-JUN-00,"Tuesday",2,27,26,6,"2000-06",30-JUN-00,"2000-02",2000
28-JUN-00,"Wednesday",3,28,26,6,"2000-06",30-JUN-00,"2000-02",2000
29-JUN-00,"Thursday",4,29,26,6,"2000-06",30-JUN-00,"2000-02",2000
30-JUN-00,"Friday",5,30,26,6,"2000-06",30-JUN-00,"2000-02",2000
01-JUL-00,"Saturday",6,1,26,7,"2000-07",31-JUL-00,"2000-03",2000
02-JUL-00,"Sunday",7,2,26,7,"2000-07",31-JUL-00,"2000-03",2000
03-JUL-00,"Monday",1,3,27,7,"2000-07",31-JUL-00,"2000-03",2000
04-JUL-00,"Tuesday",2,4,27,7,"2000-07",31-JUL-00,"2000-03",2000
05-JUL-00,"Wednesday",3,5,27,7,"2000-07",31-JUL-00,"2000-03",2000
06-JUL-00,"Thursday",4,6,27,7,"2000-07",31-JUL-00,"2000-03",2000
07-JUL-00,"Friday",5,7,27,7,"2000-07",31-JUL-00,"2000-03",2000
08-JUL-00,"Saturday",6,8,27,7,"2000-07",31-JUL-00,"2000-03",2000
09-JUL-00,"Sunday",7,9,27,7,"2000-07",31-JUL-00,"2000-03",2000
10-JUL-00,"Monday",1,10,28,7,"2000-07",31-JUL-00,"2000-03",2000
11-JUL-00,"Tuesday",2,11,28,7,"2000-07",31-JUL-00,"2000-03",2000
